,enviro,observer,task,ori,offset,proportion_correct,date
43234,web,p60,temporal,oblique,25.0,1.0,2021-03-21_09h45
43235,web,p60,temporal,oblique,25.0,0.9,2021-03-04_21h31
43236,web,p60,temporal,oblique,25.0,0.8,2021-03-06_12h19
43237,web,p60,temporal,oblique,25.0,1.0,2021-03-15_10h45
43238,web,p60,temporal,oblique,25.0,0.9,2021-03-18_11h14
43239,web,p60,temporal,oblique,25.0,1.0,2021-03-21_09h55
43240,web,p60,temporal,oblique,3.57,0.7,2021-03-04_21h18
43241,web,p60,temporal,oblique,3.57,0.7,2021-03-06_12h01
43242,web,p60,temporal,oblique,3.57,0.6,2021-03-13_14h39
43243,web,p60,temporal,oblique,3.57,0.4,2021-03-18_11h01
43244,web,p60,temporal,oblique,3.57,0.4,2021-03-21_09h45
43245,web,p60,temporal,oblique,3.57,0.6,2021-03-04_21h31
43246,web,p60,temporal,oblique,3.57,0.6,2021-03-06_12h19
43247,web,p60,temporal,oblique,3.57,0.4,2021-03-15_10h45
43248,web,p60,temporal,oblique,3.57,0.6,2021-03-18_11h14
43249,web,p60,temporal,oblique,3.57,0.6,2021-03-21_09h55
43250,web,p60,temporal,oblique,7.14,0.8,2021-03-04_21h18
43251,web,p60,temporal,oblique,7.14,0.6,2021-03-06_12h01
43252,web,p60,temporal,oblique,7.14,1.0,2021-03-13_14h39
43253,web,p60,temporal,oblique,7.14,0.6,2021-03-18_11h01
43254,web,p60,temporal,oblique,7.14,0.9,2021-03-21_09h45
43255,web,p60,temporal,oblique,7.14,0.8,2021-03-04_21h31
43256,web,p60,temporal,oblique,7.14,1.0,2021-03-06_12h19
43257,web,p60,temporal,oblique,7.14,0.9,2021-03-15_10h45
43258,web,p60,temporal,oblique,7.14,0.9,2021-03-18_11h14
43259,web,p60,temporal,oblique,7.14,0.8,2021-03-21_09h55
43260,web,p60,spatial,horizontal,0.71,0.7,2021-03-04_19h55
43261,web,p60,spatial,horizontal,0.71,0.5,2021-03-05_15h04
43262,web,p60,spatial,horizontal,0.71,0.4,2021-03-13_14h27
43263,web,p60,spatial,horizontal,0.71,0.3,2021-03-17_11h15
43264,web,p60,spatial,horizontal,0.71,0.3,2021-03-19_16h11
43265,web,p60,spatial,horizontal,0.71,0.5,2021-03-22_12h30
43266,web,p60,spatial,horizontal,1.43,0.7,2021-03-04_19h55
43267,web,p60,spatial,horizontal,1.43,0.6,2021-03-05_15h04
43268,web,p60,spatial,horizontal,1.43,0.8,2021-03-13_14h27
43269,web,p60,spatial,horizontal,1.43,0.5,2021-03-17_11h15
43270,web,p60,spatial,horizontal,1.43,0.8,2021-03-19_16h11
43271,web,p60,spatial,horizontal,1.43,0.8,2021-03-22_12h30
43272,web,p60,spatial,horizontal,2.14,0.8,2021-03-04_19h55
43273,web,p60,spatial,horizontal,2.14,0.7,2021-03-05_15h04
43274,web,p60,spatial,horizontal,2.14,0.7,2021-03-13_14h27
43275,web,p60,spatial,horizontal,2.14,1.0,2021-03-17_11h15
43276,web,p60,spatial,horizontal,2.14,0.6,2021-03-19_16h11
43277,web,p60,spatial,horizontal,2.14,0.9,2021-03-22_12h30
43278,web,p60,spatial,horizontal,2.86,0.9,2021-03-04_19h55
43279,web,p60,spatial,horizontal,2.86,0.8,2021-03-05_15h04
43280,web,p60,spatial,horizontal,2.86,0.9,2021-03-13_14h27
43281,web,p60,spatial,horizontal,2.86,1.0,2021-03-17_11h15
43282,web,p60,spatial,horizontal,2.86,1.0,2021-03-19_16h11
43283,web,p60,spatial,horizontal,2.86,0.9,2021-03-22_12h30
43284,web,p60,spatial,horizontal,3.57,1.0,2021-03-04_19h55
43285,web,p60,spatial,horizontal,3.57,1.0,2021-03-05_15h04
43286,web,p60,spatial,horizontal,3.57,1.0,2021-03-13_14h27
43287,web,p60,spatial,horizontal,3.57,1.0,2021-03-17_11h15
43288,web,p60,spatial,horizontal,3.57,1.0,2021-03-19_16h11
43289,web,p60,spatial,horizontal,3.57,1.0,2021-03-22_12h30
43290,web,p60,spatial,horizontal,4.29,1.0,2021-03-04_19h55
43291,web,p60,spatial,horizontal,4.29,1.0,2021-03-05_15h04
43292,web,p60,spatial,horizontal,4.29,1.0,2021-03-13_14h27
43293,web,p60,spatial,horizontal,4.29,1.0,2021-03-17_11h15
43294,web,p60,spatial,horizontal,4.29,0.9,2021-03-19_16h11
43295,web,p60,spatial,horizontal,4.29,1.0,2021-03-22_12h30
43296,web,p60,spatial,horizontal,5.0,1.0,2021-03-04_19h55
43297,web,p60,spatial,horizontal,5.0,1.0,2021-03-05_15h04
43298,web,p60,spatial,horizontal,5.0,1.0,2021-03-13_14h27
43299,web,p60,spatial,horizontal,5.0,1.0,2021-03-17_11h15
43300,web,p60,spatial,horizontal,5.0,1.0,2021-03-19_16h11
43301,web,p60,spatial,horizontal,5.0,1.0,2021-03-22_12h30
43302,web,p60,spatial,vertical,0.71,0.8,2021-03-04_19h35
43303,web,p60,spatial,vertical,0.71,0.6,2021-03-05_13h18
43304,web,p60,spatial,vertical,0.71,0.7,2021-03-09_15h21
43305,web,p60,spatial,vertical,0.71,0.8,2021-03-16_15h23
43306,web,p60,spatial,vertical,0.71,0.6,2021-03-19_13h24
43307,web,p60,spatial,vertical,1.43,0.8,2021-03-04_19h35
43308,web,p60,spatial,vertical,1.43,0.8,2021-03-05_13h18
43309,web,p60,spatial,vertical,1.43,0.5,2021-03-09_15h21
43310,web,p60,spatial,vertical,1.43,0.6,2021-03-16_15h23
43311,web,p60,spatial,vertical,1.43,0.7,2021-03-19_13h24
43312,web,p60,spatial,vertical,2.14,0.7,2021-03-04_19h35
43313,web,p60,spatial,vertical,2.14,0.9,2021-03-05_13h18
43314,web,p60,spatial,vertical,2.14,0.9,2021-03-09_15h21
43315,web,p60,spatial,vertical,2.14,0.9,2021-03-16_15h23
43316,web,p60,spatial,vertical,2.14,0.8,2021-03-19_13h24
43317,web,p60,spatial,vertical,2.86,1.0,2021-03-04_19h35
43318,web,p60,spatial,vertical,2.86,1.0,2021-03-05_13h18
43319,web,p60,spatial,vertical,2.86,1.0,2021-03-09_15h21
43320,web,p60,spatial,vertical,2.86,1.0,2021-03-16_15h23
43321,web,p60,spatial,vertical,2.86,1.0,2021-03-19_13h24
43322,web,p60,spatial,vertical,3.57,1.0,2021-03-04_19h35
43323,web,p60,spatial,vertical,3.57,0.9,2021-03-05_13h18
43324,web,p60,spatial,vertical,3.57,1.0,2021-03-09_15h21
43325,web,p60,spatial,vertical,3.57,1.0,2021-03-16_15h23
43326,web,p60,spatial,vertical,3.57,1.0,2021-03-19_13h24
43327,web,p60,spatial,vertical,4.29,1.0,2021-03-04_19h35
43328,web,p60,spatial,vertical,4.29,1.0,2021-03-05_13h18
43329,web,p60,spatial,vertical,4.29,0.9,2021-03-09_15h21
43330,web,p60,spatial,vertical,4.29,0.9,2021-03-16_15h23
43331,web,p60,spatial,vertical,4.29,1.0,2021-03-19_13h24
43332,web,p60,spatial,vertical,5.0,1.0,2021-03-04_19h35
43333,web,p60,spatial,vertical,5.0,1.0,2021-03-05_13h18
43334,web,p60,spatial,vertical,5.0,0.9,2021-03-09_15h21
43335,web,p60,spatial,vertical,5.0,1.0,2021-03-16_15h23
43336,web,p60,spatial,vertical,5.0,1.0,2021-03-19_13h24
43337,web,p60,spatial,minus45,10.71,0.8,2021-03-04_21h23
43338,web,p60,spatial,minus45,10.71,0.8,2021-03-06_12h06
43339,web,p60,spatial,minus45,10.71,0.9,2021-03-13_14h44
43340,web,p60,spatial,minus45,10.71,0.8,2021-03-18_11h09
43341,web,p60,spatial,minus45,10.71,0.6,2021-03-21_09h49
43342,web,p60,spatial,minus45,14.29,1.0,2021-03-04_21h23
43343,web,p60,spatial,minus45,14.29,0.9,2021-03-06_12h06
43344,web,p60,spatial,minus45,14.29,0.9,2021-03-13_14h44
43345,web,p60,spatial,minus45,14.29,1.0,2021-03-18_11h09
43346,web,p60,spatial,minus45,14.29,0.9,2021-03-21_09h49
43347,web,p60,spatial,minus45,17.86,0.9,2021-03-04_21h23
43348,web,p60,spatial,minus45,17.86,0.9,2021-03-06_12h06
43349,web,p60,spatial,minus45,17.86,1.0,2021-03-13_14h44
43350,web,p60,spatial,minus45,17.86,1.0,2021-03-18_11h09
43351,web,p60,spatial,minus45,17.86,1.0,2021-03-21_09h49
43352,web,p60,spatial,minus45,21.43,0.9,2021-03-04_21h23
43353,web,p60,spatial,minus45,21.43,0.8,2021-03-06_12h06
43354,web,p60,spatial,minus45,21.43,1.0,2021-03-13_14h44
43355,web,p60,spatial,minus45,21.43,0.9,2021-03-18_11h09
43356,web,p60,spatial,minus45,21.43,0.9,2021-03-21_09h49
43357,web,p60,spatial,minus45,25.0,0.9,2021-03-04_21h23
43358,web,p60,spatial,minus45,25.0,1.0,2021-03-06_12h06
43359,web,p60,spatial,minus45,25.0,0.9,2021-03-13_14h44
43360,web,p60,spatial,minus45,25.0,1.0,2021-03-18_11h09
43361,web,p60,spatial,minus45,25.0,1.0,2021-03-21_09h49
43362,web,p60,spatial,minus45,3.57,0.9,2021-03-04_21h23
43363,web,p60,spatial,minus45,3.57,0.5,2021-03-06_12h06
43364,web,p60,spatial,minus45,3.57,0.3,2021-03-13_14h44
43365,web,p60,spatial,minus45,3.57,0.4,2021-03-18_11h09
43366,web,p60,spatial,minus45,3.57,0.7,2021-03-21_09h49
43367,web,p60,spatial,minus45,7.14,0.6,2021-03-04_21h23
43368,web,p60,spatial,minus45,7.14,0.4,2021-03-06_12h06
43369,web,p60,spatial,minus45,7.14,1.0,2021-03-13_14h44
43370,web,p60,spatial,minus45,7.14,0.8,2021-03-18_11h09
43371,web,p60,spatial,minus45,7.14,0.8,2021-03-21_09h49
43372,web,p60,spatial,plus45,10.71,0.7,2021-03-04_21h36
43373,web,p60,spatial,plus45,10.71,0.7,2021-03-06_12h26
43374,web,p60,spatial,plus45,10.71,0.7,2021-03-15_10h53
43375,web,p60,spatial,plus45,10.71,1.0,2021-03-18_11h18
43376,web,p60,spatial,plus45,10.71,1.0,2021-03-22_12h24
43377,web,p60,spatial,plus45,14.29,0.9,2021-03-04_21h36
43378,web,p60,spatial,plus45,14.29,0.9,2021-03-06_12h26
43379,web,p60,spatial,plus45,14.29,1.0,2021-03-15_10h53
43380,web,p60,spatial,plus45,14.29,1.0,2021-03-18_11h18
43381,web,p60,spatial,plus45,14.29,1.0,2021-03-22_12h24
43382,web,p60,spatial,plus45,17.86,0.9,2021-03-04_21h36
43383,web,p60,spatial,plus45,17.86,0.9,2021-03-06_12h26
43384,web,p60,spatial,plus45,17.86,0.9,2021-03-15_10h53
43385,web,p60,spatial,plus45,17.86,1.0,2021-03-18_11h18
43386,web,p60,spatial,plus45,17.86,1.0,2021-03-22_12h24
43387,web,p60,spatial,plus45,21.43,1.0,2021-03-04_21h36
43388,web,p60,spatial,plus45,21.43,1.0,2021-03-06_12h26
43389,web,p60,spatial,plus45,21.43,1.0,2021-03-15_10h53
43390,web,p60,spatial,plus45,21.43,1.0,2021-03-18_11h18
43391,web,p60,spatial,plus45,21.43,1.0,2021-03-22_12h24
43392,web,p60,spatial,plus45,25.0,1.0,2021-03-04_21h36
43393,web,p60,spatial,plus45,25.0,1.0,2021-03-06_12h26
43394,web,p60,spatial,plus45,25.0,1.0,2021-03-15_10h53
43395,web,p60,spatial,plus45,25.0,1.0,2021-03-18_11h18
43396,web,p60,spatial,plus45,25.0,1.0,2021-03-22_12h24
43397,web,p60,spatial,plus45,3.57,0.5,2021-03-04_21h36
43398,web,p60,spatial,plus45,3.57,0.4,2021-03-06_12h26
43399,web,p60,spatial,plus45,3.57,0.5,2021-03-15_10h53
43400,web,p60,spatial,plus45,3.57,0.4,2021-03-18_11h18
43401,web,p60,spatial,plus45,3.57,0.7,2021-03-22_12h24
43402,web,p60,spatial,plus45,7.14,0.4,2021-03-04_21h36
43403,web,p60,spatial,plus45,7.14,0.6,2021-03-06_12h26
43404,web,p60,spatial,plus45,7.14,0.6,2021-03-15_10h53
43405,web,p60,spatial,plus45,7.14,0.8,2021-03-18_11h18
43406,web,p60,spatial,plus45,7.14,0.7,2021-03-22_12h24
43407,web,p60,spatial,cardinal,0.71,0.8,2021-03-04_19h35
43408,web,p60,spatial,cardinal,0.71,0.7,2021-03-04_19h55
43409,web,p60,spatial,cardinal,0.71,0.5,2021-03-05_15h04
43410,web,p60,spatial,cardinal,0.71,0.4,2021-03-13_14h27
43411,web,p60,spatial,cardinal,0.71,0.3,2021-03-17_11h15
43412,web,p60,spatial,cardinal,0.71,0.3,2021-03-19_16h11
43413,web,p60,spatial,cardinal,0.71,0.5,2021-03-22_12h30
43414,web,p60,spatial,cardinal,0.71,0.6,2021-03-05_13h18
43415,web,p60,spatial,cardinal,0.71,0.7,2021-03-09_15h21
43416,web,p60,spatial,cardinal,0.71,0.8,2021-03-16_15h23
43417,web,p60,spatial,cardinal,0.71,0.6,2021-03-19_13h24
43418,web,p60,spatial,cardinal,1.43,0.8,2021-03-04_19h35
43419,web,p60,spatial,cardinal,1.43,0.7,2021-03-04_19h55
43420,web,p60,spatial,cardinal,1.43,0.6,2021-03-05_15h04
43421,web,p60,spatial,cardinal,1.43,0.8,2021-03-13_14h27
43422,web,p60,spatial,cardinal,1.43,0.5,2021-03-17_11h15
43423,web,p60,spatial,cardinal,1.43,0.8,2021-03-19_16h11
43424,web,p60,spatial,cardinal,1.43,0.8,2021-03-22_12h30
43425,web,p60,spatial,cardinal,1.43,0.8,2021-03-05_13h18
43426,web,p60,spatial,cardinal,1.43,0.5,2021-03-09_15h21
43427,web,p60,spatial,cardinal,1.43,0.6,2021-03-16_15h23
43428,web,p60,spatial,cardinal,1.43,0.7,2021-03-19_13h24
43429,web,p60,spatial,cardinal,2.14,0.7,2021-03-04_19h35
43430,web,p60,spatial,cardinal,2.14,0.8,2021-03-04_19h55
43431,web,p60,spatial,cardinal,2.14,0.7,2021-03-05_15h04
43432,web,p60,spatial,cardinal,2.14,0.7,2021-03-13_14h27
43433,web,p60,spatial,cardinal,2.14,1.0,2021-03-17_11h15
43434,web,p60,spatial,cardinal,2.14,0.6,2021-03-19_16h11
43435,web,p60,spatial,cardinal,2.14,0.9,2021-03-22_12h30
43436,web,p60,spatial,cardinal,2.14,0.9,2021-03-05_13h18
43437,web,p60,spatial,cardinal,2.14,0.9,2021-03-09_15h21
43438,web,p60,spatial,cardinal,2.14,0.9,2021-03-16_15h23
43439,web,p60,spatial,cardinal,2.14,0.8,2021-03-19_13h24
43440,web,p60,spatial,cardinal,2.86,1.0,2021-03-04_19h35
43441,web,p60,spatial,cardinal,2.86,0.9,2021-03-04_19h55
43442,web,p60,spatial,cardinal,2.86,0.8,2021-03-05_15h04
43443,web,p60,spatial,cardinal,2.86,0.9,2021-03-13_14h27
43444,web,p60,spatial,cardinal,2.86,1.0,2021-03-17_11h15
43445,web,p60,spatial,cardinal,2.86,1.0,2021-03-19_16h11
43446,web,p60,spatial,cardinal,2.86,0.9,2021-03-22_12h30
43447,web,p60,spatial,cardinal,2.86,1.0,2021-03-05_13h18
43448,web,p60,spatial,cardinal,2.86,1.0,2021-03-09_15h21
43449,web,p60,spatial,cardinal,2.86,1.0,2021-03-16_15h23
43450,web,p60,spatial,cardinal,2.86,1.0,2021-03-19_13h24
43451,web,p60,spatial,cardinal,3.57,1.0,2021-03-04_19h35
43452,web,p60,spatial,cardinal,3.57,1.0,2021-03-04_19h55
43453,web,p60,spatial,cardinal,3.57,1.0,2021-03-05_15h04
43454,web,p60,spatial,cardinal,3.57,1.0,2021-03-13_14h27
43455,web,p60,spatial,cardinal,3.57,1.0,2021-03-17_11h15
43456,web,p60,spatial,cardinal,3.57,1.0,2021-03-19_16h11
43457,web,p60,spatial,cardinal,3.57,1.0,2021-03-22_12h30
43458,web,p60,spatial,cardinal,3.57,0.9,2021-03-05_13h18
43459,web,p60,spatial,cardinal,3.57,1.0,2021-03-09_15h21
43460,web,p60,spatial,cardinal,3.57,1.0,2021-03-16_15h23
43461,web,p60,spatial,cardinal,3.57,1.0,2021-03-19_13h24
43462,web,p60,spatial,cardinal,4.29,1.0,2021-03-04_19h35
43463,web,p60,spatial,cardinal,4.29,1.0,2021-03-04_19h55
43464,web,p60,spatial,cardinal,4.29,1.0,2021-03-05_15h04
43465,web,p60,spatial,cardinal,4.29,1.0,2021-03-13_14h27
43466,web,p60,spatial,cardinal,4.29,1.0,2021-03-17_11h15
43467,web,p60,spatial,cardinal,4.29,0.9,2021-03-19_16h11
43468,web,p60,spatial,cardinal,4.29,1.0,2021-03-22_12h30
43469,web,p60,spatial,cardinal,4.29,1.0,2021-03-05_13h18
43470,web,p60,spatial,cardinal,4.29,0.9,2021-03-09_15h21
43471,web,p60,spatial,cardinal,4.29,0.9,2021-03-16_15h23
43472,web,p60,spatial,cardinal,4.29,1.0,2021-03-19_13h24
43473,web,p60,spatial,cardinal,5.0,1.0,2021-03-04_19h35
43474,web,p60,spatial,cardinal,5.0,1.0,2021-03-04_19h55
43475,web,p60,spatial,cardinal,5.0,1.0,2021-03-05_15h04
43476,web,p60,spatial,cardinal,5.0,1.0,2021-03-13_14h27
43477,web,p60,spatial,cardinal,5.0,1.0,2021-03-17_11h15
43478,web,p60,spatial,cardinal,5.0,1.0,2021-03-19_16h11
43479,web,p60,spatial,cardinal,5.0,1.0,2021-03-22_12h30
43480,web,p60,spatial,cardinal,5.0,1.0,2021-03-05_13h18
43481,web,p60,spatial,cardinal,5.0,0.9,2021-03-09_15h21
43482,web,p60,spatial,cardinal,5.0,1.0,2021-03-16_15h23
43483,web,p60,spatial,cardinal,5.0,1.0,2021-03-19_13h24
43484,web,p60,spatial,oblique,10.71,0.8,2021-03-04_21h23
43485,web,p60,spatial,oblique,10.71,0.8,2021-03-06_12h06
43486,web,p60,spatial,oblique,10.71,0.9,2021-03-13_14h44
43487,web,p60,spatial,oblique,10.71,0.8,2021-03-18_11h09
43488,web,p60,spatial,oblique,10.71,0.6,2021-03-21_09h49
43489,web,p60,spatial,oblique,10.71,0.7,2021-03-04_21h36
43490,web,p60,spatial,oblique,10.71,0.7,2021-03-06_12h26
43491,web,p60,spatial,oblique,10.71,0.7,2021-03-15_10h53
43492,web,p60,spatial,oblique,10.71,1.0,2021-03-18_11h18
43493,web,p60,spatial,oblique,10.71,1.0,2021-03-22_12h24
43494,web,p60,spatial,oblique,14.29,1.0,2021-03-04_21h23
43495,web,p60,spatial,oblique,14.29,0.9,2021-03-06_12h06
43496,web,p60,spatial,oblique,14.29,0.9,2021-03-13_14h44
43497,web,p60,spatial,oblique,14.29,1.0,2021-03-18_11h09
43498,web,p60,spatial,oblique,14.29,0.9,2021-03-21_09h49
43499,web,p60,spatial,oblique,14.29,0.9,2021-03-04_21h36
43500,web,p60,spatial,oblique,14.29,0.9,2021-03-06_12h26
43501,web,p60,spatial,oblique,14.29,1.0,2021-03-15_10h53
43502,web,p60,spatial,oblique,14.29,1.0,2021-03-18_11h18
43503,web,p60,spatial,oblique,14.29,1.0,2021-03-22_12h24
43504,web,p60,spatial,oblique,17.86,0.9,2021-03-04_21h23
43505,web,p60,spatial,oblique,17.86,0.9,2021-03-06_12h06
43506,web,p60,spatial,oblique,17.86,1.0,2021-03-13_14h44
43507,web,p60,spatial,oblique,17.86,1.0,2021-03-18_11h09
43508,web,p60,spatial,oblique,17.86,1.0,2021-03-21_09h49
43509,web,p60,spatial,oblique,17.86,0.9,2021-03-04_21h36
43510,web,p60,spatial,oblique,17.86,0.9,2021-03-06_12h26
43511,web,p60,spatial,oblique,17.86,0.9,2021-03-15_10h53
43512,web,p60,spatial,oblique,17.86,1.0,2021-03-18_11h18
43513,web,p60,spatial,oblique,17.86,1.0,2021-03-22_12h24
43514,web,p60,spatial,oblique,21.43,0.9,2021-03-04_21h23
43515,web,p60,spatial,oblique,21.43,0.8,2021-03-06_12h06
43516,web,p60,spatial,oblique,21.43,1.0,2021-03-13_14h44
43517,web,p60,spatial,oblique,21.43,0.9,2021-03-18_11h09
43518,web,p60,spatial,oblique,21.43,0.9,2021-03-21_09h49
43519,web,p60,spatial,oblique,21.43,1.0,2021-03-04_21h36
43520,web,p60,spatial,oblique,21.43,1.0,2021-03-06_12h26
43521,web,p60,spatial,oblique,21.43,1.0,2021-03-15_10h53
43522,web,p60,spatial,oblique,21.43,1.0,2021-03-18_11h18
43523,web,p60,spatial,oblique,21.43,1.0,2021-03-22_12h24
43524,web,p60,spatial,oblique,25.0,0.9,2021-03-04_21h23
43525,web,p60,spatial,oblique,25.0,1.0,2021-03-06_12h06
43526,web,p60,spatial,oblique,25.0,0.9,2021-03-13_14h44
43527,web,p60,spatial,oblique,25.0,1.0,2021-03-18_11h09
43528,web,p60,spatial,oblique,25.0,1.0,2021-03-21_09h49
43529,web,p60,spatial,oblique,25.0,1.0,2021-03-04_21h36
43530,web,p60,spatial,oblique,25.0,1.0,2021-03-06_12h26
43531,web,p60,spatial,oblique,25.0,1.0,2021-03-15_10h53
43532,web,p60,spatial,oblique,25.0,1.0,2021-03-18_11h18
43533,web,p60,spatial,oblique,25.0,1.0,2021-03-22_12h24
43534,web,p60,spatial,oblique,3.57,0.9,2021-03-04_21h23
43535,web,p60,spatial,oblique,3.57,0.5,2021-03-06_12h06
43536,web,p60,spatial,oblique,3.57,0.3,2021-03-13_14h44
43537,web,p60,spatial,oblique,3.57,0.4,2021-03-18_11h09
43538,web,p60,spatial,oblique,3.57,0.7,2021-03-21_09h49
43539,web,p60,spatial,oblique,3.57,0.5,2021-03-04_21h36
43540,web,p60,spatial,oblique,3.57,0.4,2021-03-06_12h26
43541,web,p60,spatial,oblique,3.57,0.5,2021-03-15_10h53
43542,web,p60,spatial,oblique,3.57,0.4,2021-03-18_11h18
43543,web,p60,spatial,oblique,3.57,0.7,2021-03-22_12h24
43544,web,p60,spatial,oblique,7.14,0.6,2021-03-04_21h23
43545,web,p60,spatial,oblique,7.14,0.4,2021-03-06_12h06
43546,web,p60,spatial,oblique,7.14,1.0,2021-03-13_14h44
43547,web,p60,spatial,oblique,7.14,0.8,2021-03-18_11h09
43548,web,p60,spatial,oblique,7.14,0.8,2021-03-21_09h49
43549,web,p60,spatial,oblique,7.14,0.4,2021-03-04_21h36
43550,web,p60,spatial,oblique,7.14,0.6,2021-03-06_12h26
43551,web,p60,spatial,oblique,7.14,0.6,2021-03-15_10h53
43552,web,p60,spatial,oblique,7.14,0.8,2021-03-18_11h18
43553,web,p60,spatial,oblique,7.14,0.7,2021-03-22_12h24
43554,web,p61,temporal,horizontal,0.57,0.8,2021-10-29_10h39
43555,web,p61,temporal,horizontal,0.57,0.5,2021-11-04_16h40
43556,web,p61,temporal,horizontal,0.57,0.4,2021-11-05_10h17
43557,web,p61,temporal,horizontal,0.57,0.5,2021-11-05_10h19
43558,web,p61,temporal,horizontal,0.57,0.4,2021-11-05_10h48
43559,web,p61,temporal,horizontal,0.57,0.7,2021-11-05_10h56
43560,web,p61,temporal,horizontal,0.57,0.6,2021-11-13_21h15
43561,web,p61,temporal,horizontal,0.57,0.7,2021-11-14_11h53
43562,web,p61,temporal,horizontal,0.57,0.4,2021-11-14_12h01
43563,web,p61,temporal,horizontal,0.57,0.7,2021-11-25_22h45
43564,web,p61,temporal,horizontal,1.14,0.5,2021-10-29_10h39
43565,web,p61,temporal,horizontal,1.14,0.6,2021-11-04_16h40
43566,web,p61,temporal,horizontal,1.14,0.7,2021-11-05_10h17
43567,web,p61,temporal,horizontal,1.14,0.8,2021-11-05_10h19
43568,web,p61,temporal,horizontal,1.14,0.8,2021-11-05_10h48
43569,web,p61,temporal,horizontal,1.14,0.9,2021-11-05_10h56
43570,web,p61,temporal,horizontal,1.14,0.7,2021-11-13_21h15
43571,web,p61,temporal,horizontal,1.14,0.8,2021-11-14_11h53
43572,web,p61,temporal,horizontal,1.14,0.6,2021-11-14_12h01
43573,web,p61,temporal,horizontal,1.14,1.0,2021-11-25_22h45
43574,web,p61,temporal,horizontal,1.71,0.9,2021-10-29_10h39
43575,web,p61,temporal,horizontal,1.71,0.8,2021-11-04_16h40
43576,web,p61,temporal,horizontal,1.71,0.8,2021-11-05_10h17
43577,web,p61,temporal,horizontal,1.71,1.0,2021-11-05_10h19
43578,web,p61,temporal,horizontal,1.71,0.8,2021-11-05_10h48
43579,web,p61,temporal,horizontal,1.71,0.9,2021-11-05_10h56
43580,web,p61,temporal,horizontal,1.71,0.7,2021-11-13_21h15
43581,web,p61,temporal,horizontal,1.71,0.8,2021-11-14_11h53
43582,web,p61,temporal,horizontal,1.71,0.9,2021-11-14_12h01
43583,web,p61,temporal,horizontal,1.71,1.0,2021-11-25_22h45
43584,web,p61,temporal,horizontal,2.29,0.9,2021-10-29_10h39
43585,web,p61,temporal,horizontal,2.29,1.0,2021-11-04_16h40
43586,web,p61,temporal,horizontal,2.29,0.9,2021-11-05_10h17
43587,web,p61,temporal,horizontal,2.29,1.0,2021-11-05_10h19
43588,web,p61,temporal,horizontal,2.29,0.8,2021-11-05_10h48
43589,web,p61,temporal,horizontal,2.29,1.0,2021-11-05_10h56
43590,web,p61,temporal,horizontal,2.29,1.0,2021-11-13_21h15
43591,web,p61,temporal,horizontal,2.29,1.0,2021-11-14_11h53
43592,web,p61,temporal,horizontal,2.29,0.9,2021-11-14_12h01
43593,web,p61,temporal,horizontal,2.29,1.0,2021-11-25_22h45
43594,web,p61,temporal,horizontal,2.86,0.9,2021-10-29_10h39
43595,web,p61,temporal,horizontal,2.86,1.0,2021-11-04_16h40
43596,web,p61,temporal,horizontal,2.86,0.9,2021-11-05_10h17
43597,web,p61,temporal,horizontal,2.86,1.0,2021-11-05_10h19
43598,web,p61,temporal,horizontal,2.86,0.9,2021-11-05_10h48
43599,web,p61,temporal,horizontal,2.86,1.0,2021-11-05_10h56
43600,web,p61,temporal,horizontal,2.86,1.0,2021-11-13_21h15
43601,web,p61,temporal,horizontal,2.86,1.0,2021-11-14_11h53
43602,web,p61,temporal,horizontal,2.86,1.0,2021-11-14_12h01
43603,web,p61,temporal,horizontal,2.86,1.0,2021-11-25_22h45
43604,web,p61,temporal,horizontal,3.43,1.0,2021-10-29_10h39
43605,web,p61,temporal,horizontal,3.43,0.8,2021-11-04_16h40
43606,web,p61,temporal,horizontal,3.43,0.9,2021-11-05_10h17
43607,web,p61,temporal,horizontal,3.43,0.9,2021-11-05_10h19
43608,web,p61,temporal,horizontal,3.43,1.0,2021-11-05_10h48
43609,web,p61,temporal,horizontal,3.43,1.0,2021-11-05_10h56
43610,web,p61,temporal,horizontal,3.43,1.0,2021-11-13_21h15
43611,web,p61,temporal,horizontal,3.43,1.0,2021-11-14_11h53
43612,web,p61,temporal,horizontal,3.43,1.0,2021-11-14_12h01
43613,web,p61,temporal,horizontal,3.43,1.0,2021-11-25_22h45
43614,web,p61,temporal,horizontal,4.0,0.9,2021-10-29_10h39
43615,web,p61,temporal,horizontal,4.0,1.0,2021-11-04_16h40
43616,web,p61,temporal,horizontal,4.0,0.8,2021-11-05_10h17
43617,web,p61,temporal,horizontal,4.0,1.0,2021-11-05_10h19
43618,web,p61,temporal,horizontal,4.0,0.9,2021-11-05_10h48
43619,web,p61,temporal,horizontal,4.0,1.0,2021-11-05_10h56
43620,web,p61,temporal,horizontal,4.0,1.0,2021-11-13_21h15
43621,web,p61,temporal,horizontal,4.0,1.0,2021-11-14_11h53
43622,web,p61,temporal,horizontal,4.0,1.0,2021-11-14_12h01
43623,web,p61,temporal,horizontal,4.0,1.0,2021-11-25_22h45
43624,web,p61,temporal,vertical,0.57,0.6,2021-10-29_10h25
43625,web,p61,temporal,vertical,0.57,0.7,2021-10-29_10h39
43626,web,p61,temporal,vertical,0.57,0.5,2021-10-29_10h55
